OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-413020074022001,GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY,Stream,,02020008,,,,,41.50568056000000,-74.0390361000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,071,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413038073535401,DU1058,Well,,02020008,,,,,41.51055556000000,-73.8977777800000,24000,3,seconds,Interpolated from MAP.,NAD83,214,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,027,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,19720301,120,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413323073421901,AT 13072 UNNAMED TRIB TO FISHKILL CREEK TRIB 2 NY,Stream,,02020008,,,,,41.55648889000000,-73.7053167000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413340074111801,O1390,Well,,02020007,,,,,41.56080556000000,-74.1642777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,355,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,071,,,Outwash,Unconfined single aquifer,,40,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413434074291201,SV 551,Well,,02040104,,,,,41.56761110000000,-74.4833888900000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,514,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,"Devonian, Lower",,19950101,550,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413449074344901,SV4356,Well,,02040104,,,,,41.58027778000000,-74.5802777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1520,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413522074302101,SV1264,Well,,02040104,,,,,41.58958330000000,-74.5059722000000,24000,.5,seconds,Unknown.,NAD83,1063,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,Genesee Formation,,20040704,380,ft,380,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413541073391801,AT 13071 UNNAMED TRIBUTARY TO NUCLEAR LAKE NY,Stream,,02020008,,,,,41.59473330000000,-73.6552388900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,707,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413544073390401,AT 11087 UNNAMED TRIBUTARY TO NUCLEAR LAKE NY,Stream,,02020008,,,,,41.59558889000000,-73.6513806000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,701,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413551073343101,AT 13070 UNNAMED TRIBUTARY TO SWAMP RIVER NY,Stream,,01100005,,,,,41.59750000000000,-73.5753861000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,608,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413551073473601,DU4128,Well,,02020008,,,,,41.59766667000000,-73.7932777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,279,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,027,,,Stissing Dolomite,Confined single aquifer,20010809,205,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413603075024901,"SV  88, NY",Well,,02040101,,,,,41.60075000000000,-75.0468611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,816,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,"Devonian, Upper",,19910101,560,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413610075040401,SV 884,Well,,02040101,,,,,41.60277778000000,-75.0677500000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,694,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,Holocene Alluvium,,20020521,60,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413629074175801,O2289,Well,,02020007,,,,,41.60138889000000,-74.3050000000000,24000,3,seconds,Interpolated from MAP.,NAD83,407,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,071,,,Sand and Gravel,,,91,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413657073542301,DU 408,Well,,02020008,,,,,41.61575000000000,-73.9065000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,160,feet,5,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,027,,,,,,40,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413758073552401,CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY,Stream,,02020008,,,,,41.63296389000000,-73.9235972000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413806073324701,AT 13069 UNNAMED TRIB TO DEUET HOLLOW BROOK NY,Stream,,01100005,,,,,41.63520278000000,-73.5464638900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,794,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,027,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413808073572901,U3035,Well,,02020008,,,,,41.63611110000000,-73.9583333000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,189,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,Trenton Group,,20030429,143,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-413934074094701,U1863,Well,,02020007,,,,,41.66013889000000,-74.1630000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,294,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,Normanskill Formation,Confined single aquifer,20001002,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414321075024101,SV1345,Well,,02040101,,,,,41.72250000000000,-75.0448333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,848,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,Java-West Falls Formation,,20040212,340,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414411073345302,DU1096,Well,,01100005,,,,,41.73638889000000,-73.5808333000000,24000,3,seconds,Interpolated from MAP.,NAD83,390,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,027,,,Sand and Gravel,,,50,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414438074221701,U1692,Well,,02020007,,,,,41.75041667000000,-74.3907222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,631,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,Hamilton Group,Confined single aquifer,19990101,300,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414443074212101,U1673,Well,,02020007,,,,,41.74529167000000,-74.3557250000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,273,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,180,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414443074212201,U1670,Well,,02020007,,,,,41.74521389000000,-74.3560806000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,274,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,180,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414457073232201,U1689,Well,,02020007,,,,,41.74916667000000,-74.3894444000000,24000,1,seconds,Interpolated from MAP.,NAD83,610,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414459074205201,U7017,Well,,02020007,,,,,41.74995000000000,-74.3479444000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,274.5,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,20080821,248,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414500074204901,U1688,Well,,02020007,,,,,41.75028056000000,-74.3466888900000,24000,.1,seconds,Interpolated from MAP.,NAD83,268,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414504074214601,U1681,Well,,02020007,,,,,41.75117500000000,-74.3628333000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,374.6,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,20110824,145,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414504074355301,SV 534,Well,,02040104,,,,,41.75120285000000,-74.5976598000000,24000,1,seconds,Interpolated from MAP.,NAD83,1170,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,19900101,42,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414506074210801,U1637,Well,,02020007,,,,,41.75178056000000,-74.3523417000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,264.5,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,26.5,ft,27,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414506074210802,U1641,Well,,02020007,,,,,41.75175830000000,-74.3523056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,264.5,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,117,ft,137,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414516074204601,U1632 Quicksand spring,Spring,,02020007,,,,,41.75443056000000,-74.3462111000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,274,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414517074203801,U1633 MP1 spring,Spring,,02020007,,,,,41.75463056000000,-74.3439306000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,311,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414518074203401,U1667 MP2A spring,Spring,,02020007,,,,,41.75503889000000,-74.3427694000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,299,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414519074212501,U1644,Well,,02020007,,,,,41.75514444000000,-74.3570083000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,268.4,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414526074210101,U1638,Well,,02020007,,,,,41.75731389000000,-74.3505167000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,349.1,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414528074210201,U1668 Wawarsing spring 1,Spring,,02020007,,,,,41.75799444000000,-74.3507500000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,317,feet,1,feet,Interpolated from topographic map.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414528074210501,U1651,Well,,02020007,,,,,41.75792500000000,-74.3514167000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,315.2,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414528074482401,SV 555,Well,,02040104,,,,,41.79019444000000,-74.8244167000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1335,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,Outwash,,,49,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414531074210401,U1624,Well,,02020007,,,,,41.75884167000000,-74.3512694000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,283.2,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,200,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414533074481901,SV 429,Well,,02040104,,,,,41.75943889000000,-74.8053861000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1335,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,,,19600101,56,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414534074205001,U1626,Well,,02020007,,,,,41.75970556000000,-74.3473888900000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,275.7,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,10,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414534074205101,U1628,Well,,02020007,,,,,41.75964444000000,-74.3476361000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,275.7,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,36,111,,,,,,200,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414534074205402,U1665 Smith basement spring,Spring,,02020007,,,,,41.75950000000000,-74.3483333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,276,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414535074210601,U1645,Well,,02020007,,,,,41.75982778000000,-74.3517972000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,288.2,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414535074212001,U1629,Well,,02020007,,,,,41.75982778000000,-74.3555750000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,300.1,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,36,111,,,,,,118,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414535074212002,U1682,Well,,02020007,,,,,41.75973330000000,-74.3556583000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,299.8,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,Quaternary System,,20110825,35,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414539074193301,U3772,Well,,02020007,,,,,41.76095000000000,-74.3258833000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,276.7,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,20040712,283,ft,283,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414539074210502,U1687,Well,,02020007,,,,,41.76097220000000,-74.3515250000000,24000,.1,seconds,Interpolated from MAP.,NAD83,285.3,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414543074205501,U1627,Well,,02020007,,,,,41.76198056000000,-74.3488638900000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,279.3,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,15,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414543074205502,U1666 Lennon basement spring,Spring,,02020007,,,,,41.76198056000000,-74.3488638900000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,280,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414543074212001,U1686,Well,,02020007,,,,,41.76203056000000,-74.3556000000000,24000,.5,seconds,Interpolated from MAP.,NAD83,306,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414545074205201,U1663,Well,,02020007,,,,,41.76252220000000,-74.3478056000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,275.2,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,20100720,52,ft,52,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414545074212701,U1677,Well,,02020007,,,,,41.76253610000000,-74.3576111000000,24000,.1,seconds,Interpolated from MAP.,NAD83,309.8,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,19910816,80,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414546074205301,U1625,Well,,02020007,,,,,41.76283889000000,-74.3482361000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,278.4,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,36,111,,,,,,275,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414549074204201,U1636,Well,,02020007,,,,,41.76379444000000,-74.3451861000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,278.4,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414549074205101,U1649,Well,,02020007,,,,,41.76376944000000,-74.3475556000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,299.4,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414550074203002,U1630,Well,,02020007,,,,,41.76395830000000,-74.3417861000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,266.1,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414553074202701,U1631,Well,,02020007,,,,,41.76479720000000,-74.3407722000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,262.5,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414611074201201,U1653,Well,,02020007,,,,,41.76978610000000,-74.3366750000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,276.2,feet,.1,feet,"Light Detection And Ranging, airplane",NAVD88,US,36,111,,,,,,185,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414614074194501,U1647,Well,,02020007,,,,,41.77071110000000,-74.3292806000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,279.1,feet,.1,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414627074183401,U5717,Well,,02020007,,,,,41.77443889000000,-74.3095250000000,24000,.1,seconds,Interpolated from MAP.,NAD83,252,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,20071022,447,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414628073595701,U8933,Well,,02020008,,,,,41.77444444000000,-73.9991667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,313,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,Bedrock,,20170710,167,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414717074162301,U2156,Well,,02020007,,,,,41.78805556000000,-74.2730556000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,360,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,111,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,195,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414728074154301,U1691,Well,,02020007,,,,,41.79119720000000,-74.2620444000000,24000,.1,seconds,Interpolated from MAP.,NAD83,284.3,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414747074172501,U1690,Well,,02020007,,,,,41.79641667000000,-74.2903250000000,24000,.1,seconds,Interpolated from MAP.,NAD83,356.5,feet,.1,feet,Reported method of determination.,NAVD88,US,36,111,,,,,,225,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414755074155701,U8511,Well,,02020007,,,,,41.79861110000000,-74.2658333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,318,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,Bedrock,,20151101,325,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-414807074384601,SV1358,Well,,02040104,,,,,41.80194444000000,-74.6462222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1476,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,Java-West Falls Formation,,20040504,375,ft,,,NWIS
