Flow,Monitoring Set,Monitoring Location,Date,Analyte,Value,Unit,Test Location,Remarks
Base Flow,Cayuga Inlet,Brown Road,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.33,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.14,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.64,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.02,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.55,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.32,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Cayuta Rd.,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.59,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Driveway Crossing,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.28,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (H),"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.17,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (H),"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.14,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (E),"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.75,mg/L,Lab,
Base Flow,Cayuga Lake,Lake Source Cooling Outfall,"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.88,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Headwaters,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake near Mouth of Salmon Creek,"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.78,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Shallow Southern Shelf,"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.77,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Heights Sewage Outfall,"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.68,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Mouth,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.21,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.27,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Pony Hollow Creek,Chaffee Creek @ Route 13,"Sep 07, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.99,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (E),"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.79,mg/L,Lab,
Base Flow,Cayuga Lake,Ithaca Sewage Outfall,"Sep 10, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.2,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Large Ridge,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.62,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek Mouth,"Sep 14, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.42,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at Lodi Covert Townline Rd.,"Sep 14, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.83,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Townline West,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.87,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek @ Cork & Townline,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.25,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek North Branch,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.54,mg/L,Lab,
Base Flow,Great Gully Creek,Great Gully Creek Mouth,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.66,mg/L,Lab,
Base Flow,Great Gully Creek,Great Gully Creek @ Chase Rd. & Rt. 34B,"Sep 11, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.22,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at 96a,"Sep 14, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at Hall Rd.,"Sep 14, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.26,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Middle Triad Trail,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Brandy Bay Mouth,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Day Road at Marlena Point,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.24,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Willow Grove Mouth,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.97,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Reservoir Hill and Glen Brook,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Glen Brook Mouth,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.06,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.04,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.8,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.25,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.44,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Forest Home,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Fire Department,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.64,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.48,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.17,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.6,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Inlet,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.34,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.52,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Pulteney Mouth,"Sep 27, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.25,mg/L,Lab,
Base Flow,Salmon Creek,Salmon Creek Mouth,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.03,mg/L,Lab,
Base Flow,Salmon Creek,Genoa,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.74,mg/L,Lab,
Base Flow,Salmon Creek,Tile Kiln Road,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.85,mg/L,Lab,
Base Flow,Salmon Creek,North Ludlowville,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.38,mg/L,Lab,
Base Flow,Salmon Creek,Locke Creek,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.42,mg/L,Lab,
Base Flow,Salmon Creek,Bridge @ Blakley Rd.,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,3.07,mg/L,Lab,
Base Flow,Trumansburg Creek,Curry Road,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Trumansburg Creek,Camp Barton,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.73,mg/L,Lab,
Base Flow,Trumansburg Creek,Lake Street Bridge,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Trumansburg Creek,Salo Drive,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.52,mg/L,Lab,
Base Flow,Taughannock Creek,Podunk Road,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.16,mg/L,Lab,
Base Flow,Taughannock Creek,Mecklenburg,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.53,mg/L,Lab,
Base Flow,Taughannock Creek,Bolter Creek,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Taughannock Creek,Culver Road,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Salmon Creek,Center Road,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.51,mg/L,Lab,
Base Flow,Salmon Creek,Lockerby Hill Road,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.76,mg/L,Lab,
Base Flow,Trumansburg Creek,Boardman Creek,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Trumansburg Creek,Outfall of Sewage Plant,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,26.0,mg/L,Lab,
Base Flow,Taughannock Creek,Halseyville Road,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Falls,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.68,mg/L,Lab,
Base Flow,Taughannock Creek,Spring Brook,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.28,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Oct 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Salmon Creek,Little Salmon Creek Above Fork,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,2.53,mg/L,Lab,
Base Flow,Salmon Creek,Sherwood Road,"Oct 03, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,3.88,mg/L,Lab,
Base Flow,Taughannock Creek,Waterburg Road,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.15,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Creek Depew Rd.,"Oct 16, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Tributary,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.88,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Mouth,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.57,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Moonshine,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.39,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Sherwood,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,3.14,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Mouth,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.58,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Atwater Rd,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,3.88,mg/L,Lab,
Base Flow,Direct Streams,Lake Ridge Creek,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.53,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Belltown Rd,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,8.75,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Rafferty Road,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.79,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Dublin Hill,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.91,mg/L,Lab,
Base Flow,Willow Creek,Willow Creek at Iradell Rd.,"Nov 01, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.58,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek at 34B,"Oct 25, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.01,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.22,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.02,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.16,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.59,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Glenwood Creek,Glenwood Creek at Hayts Rd.,"Nov 01, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,4.38,mg/L,Lab,
Base Flow,Cayuga Inlet,Downstream of Cornell University Borehole Observatory (CUBO) Site,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.08,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Cornell University Borehole Observatory (CUBO) Site,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Headwaters,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.13,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Cayuta Rd.,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.16,mg/L,Lab,
Base Flow,Pony Hollow Creek,Chaffee Creek @ Route 13,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.94,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.5,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Six Mile Creek,Brooktondale,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.08,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Six Mile Creek,Six Hundred Rd,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Six Mile Creek,Irish Settlement Rd,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.05,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.13,mg/L,Lab,
Base Flow,Six Mile Creek,Yellow Barn Road,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Six Mile Creek,Midline Rd,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.02,mg/L,Lab,
Base Flow,Six Mile Creek,Spur Creek,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Six Mile Creek,Buffalo,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.02,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Nov 02, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Nov 08, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.32,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.28,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.5,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.99,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Forest Home,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.5,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Fire Department,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.49,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.948,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,7.55,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,7.49,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Inlet,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,1.43,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.43,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.42,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.72,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,0.79,mg/L,Lab,
Base Flow,Johnsons Creek,Johnsons Creek - Dump,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.47,mg/L,Lab,
Base Flow,Johnsons Creek,Johnsons Creek Mouth-Deans Cove,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.36,mg/L,Lab,
Base Flow,Johnsons Creek,Johnsons Creek Headwaters,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.73,mg/L,Lab,
Base Flow,Johnsons Creek,Johnsons Creek Gully,"Dec 06, 2023",Nitrate-+Nitrite-Nitrogen (as N) ,5.13,mg/L,Lab,
Base Flow,Virgil Creek,Owego Hill Road,"Jun 09, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,3.0,mg/L,Lab,""
Base Flow,Virgil Creek,Owego Hill Road,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,4.1,mg/L,Lab,""
Base Flow,Virgil Creek,Meeting House Road,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,2.17,mg/L,Lab,""
Base Flow,Virgil Creek,Virgil Creek Road,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,1.7,mg/L,Lab,""
Base Flow,Virgil Creek,Dryden Lake Outlet,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,""
Base Flow,Virgil Creek,Spring House Bridge,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,0.97,mg/L,Lab,""
Base Flow,Virgil Creek,Virgil Creek Freeville,"Sep 18, 2003",Nitrate-+Nitrite-Nitrogen (as N) ,0.72,mg/L,Lab,""
Base Flow,Virgil Creek,Owego Hill Road,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,2.24,mg/L,Lab,""
Base Flow,Virgil Creek,Meeting House Road,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,1.46,mg/L,Lab,""
Base Flow,Virgil Creek,Virgil Creek Road,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,1.25,mg/L,Lab,""
Base Flow,Virgil Creek,Dryden Lake Outlet,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,0.48,mg/L,Lab,""
Base Flow,Virgil Creek,Spring House Bridge,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,0.89,mg/L,Lab,""
Base Flow,Virgil Creek,Virgil Creek Freeville,"Nov 10, 2004",Nitrate-+Nitrite-Nitrogen (as N) ,0.83,mg/L,Lab,""
Base Flow,Virgil Creek,Owego Hill Road,"Jul 06, 2005",Nitrate-+Nitrite-Nitrogen (as N) ,2.12,mg/L,Lab,""
Base Flow,Virgil Creek,Meeting House Road,"Jul 06, 2005",Nitrate-+Nitrite-Nitrogen (as N) ,1.4,mg/L,Lab,""
Base Flow,Virgil Creek,Virgil Creek Road,"Jul 06, 2005",Nitrate-+Nitrite-Nitrogen (as N) ,1.09,mg/L,Lab,""
